RA,DEC
259.5608,31.335602
330.3555,10.470064
1.2932304,36.828777
201.54048,55.15944
125.7586,34.478
125.76236,34.275578
264.2221,32.521774
213.35085,54.84087
213.39265,54.78087
213.40546,54.80752
28.345093,8.1457815
264.13223,38.581226
35.08346,31.019373
264.21542,39.06078
6.66861,6.5372953
116.95432,24.175663
213.51451,54.809162
242.07579,50.34039
110.91987,68.03716
151.03635,30.873224
213.61888,55.573723
213.6846,55.60445
110.92608,78.14339
212.76768,56.404472
181.43211,43.531464
182.25722,66.40576
139.9535,41.62832
184.28096,35.804012
213.77153,55.2003
213.79776,54.85111
116.76382,52.125324
133.46754,55.08585
28.43357,12.1313715
265.1682,34.279438
330.53168,16.75424
7.0757403,3.7882354
270.23502,40.33425
119.02198,43.476265
264.2552,38.980423
270.92615,39.592308
270.38385,40.80499
6.696979,4.4805803
213.99043,55.7579
134.32545,41.04985
133.49959,41.6559
134.33557,41.11929
271.25366,39.998142
229.6817,43.335102
0.6880428,3.6794999
166.73938,40.681328
123.01594,71.60865
119.1658,43.164715
270.98492,40.413265
285.60602,52.745552
110.98929,68.06605
193.94777,55.890705
28.396519,12.196769
257.72797,22.966974
214.14082,54.47682
134.35825,56.724792
270.26196,43.20434
116.83491,45.45046
193.98007,57.175274
225.63858,52.68127
268.0716,40.280613
271.43707,66.38317
242.84145,51.502056
134.36794,40.76607
194.00327,57.160954
125.860664,31.561243
214.33305,54.714146
332.38943,31.249142
151.55882,39.54052
28.509624,3.335024
228.91238,76.934784
358.971,30.375925
245.13585,21.461826
271.90045,43.90497
344.5079,23.452122
133.59593,55.74796
151.1798,29.79787
214.51009,54.411003
7.1486926,1.3677427
214.56618,55.271736
32.843872,34.42567
272.6661,44.34366
36.3142,30.293226
130.7566,32.220448
268.11868,40.716797
212.87547,54.33263
6.806733,3.661553
264.2886,36.90857
36.088734,30.088552
28.476078,5.159287
6.8114896,6.6087418
23.043768,39.942387
264.29773,33.949932
134.50125,52.57608
281.05084,30.81134
33.066883,34.113846
281.05246,31.952438
125.93267,35.660843
332.4082,31.52454
113.279945,66.25489
124.64185,39.618458
1.0173706,35.24352
214.9403,54.78003
28.49381,5.004136
271.55823,79.66201
116.10239,29.978455
215.01764,55.167294
242.87057,40.510365
194.29674,56.43256
257.80603,23.44235
268.17596,42.084892
251.12358,46.7557
229.92603,44.669247
114.29994,38.86121
215.14972,54.875755
113.34562,64.877975
28.53197,6.182374
117.70107,39.74976
215.21184,54.914497
344.72876,24.008017
111.11429,73.97983
242.88362,52.79729
105.39298,73.548386
182.375,66.83744
245.52934,77.477615
0.47063375,34.74685
124.67339,29.835436
284.6664,41.967113
111.12391,78.296364
151.34062,31.077883
212.9341,53.702236
271.6045,66.70238
242.88766,49.924572
36.136753,28.426208
268.21826,42.721256
272.4072,46.249336
272.451,47.098904
194.40318,57.164585
28.579044,2.7510781
28.581554,4.4132013
242.88972,42.400024
272.63983,47.11691
28.584042,2.9327042
143.47867,30.282595
225.73259,47.92624
7.233485,3.4893475
227.62215,30.927853
258.65775,77.98093
0.45462063,37.270313
20.27624,5.61884
215.76703,54.463783
6.8708506,7.841404
194.43628,55.73333
212.96886,55.990875
242.89279,51.118996
28.616877,6.242715
143.54724,30.598661
28.610867,1.9258777
1.6043204,34.77256
330.8613,17.835398
225.73647,44.98323
264.3447,37.434795
143.61893,30.571333
6.8810472,6.076658
333.2016,11.552158
111.18826,76.37577
36.3769,33.889507
36.17065,30.159678
143.68779,30.297697
126.03748,34.708843
212.97447,43.21759
257.8541,38.320988
251.7088,47.574646
20.172155,3.5715084
270.37717,39.796513
120.07854,43.326473
281.10684,30.327316
335.18283,11.44126
272.15152,41.427402
117.168045,53.201202
122.141975,70.89625
181.50656,55.45265
200.12944,42.637924
239.20395,45.178062
282.79745,39.310482
242.91664,39.816216
272.3199,41.53998
151.50244,30.530266
225.7734,55.422935
272.39716,40.147068
330.03336,29.51435
194.53595,55.47649
278.89896,36.758217
131.35043,32.293934
225.77567,56.682823
213.20488,55.246796
35.514904,44.787685
6.958148,2.7316318
194.56902,57.18491
264.37357,40.558784
257.88776,38.34629
265.42148,36.762894
213.00737,50.639927
268.36606,39.55886
281.12906,31.871344
151.54903,32.161674
7.349218,0.020759357
213.93939,55.881264
116.30384,38.613197
279.53323,37.081753
144.25928,29.903547
331.73288,21.509836
279.71274,37.411438
6.9968157,3.524368
133.99568,39.091045
214.17667,55.9267
105.422714,49.78332
144.44029,29.953497
118.11618,53.1714
279.9345,37.445145
117.25055,41.513966
257.91562,25.460634
335.3485,9.76165
144.5067,29.911247
282.14868,38.296585
134.01193,58.29988
36.432964,35.11189
257.91745,31.51097
184.05879,35.680687
259.60388,32.24209
282.1925,38.577747
230.14146,49.764194
213.06258,56.284462
335.3589,12.524871
265.48087,32.231354
335.3661,9.916321
126.14831,39.67124
242.98256,51.624855
116.42119,38.423298
111.33438,63.72503
194.8559,55.167255
282.60287,39.10112
124.78182,40.19722
284.21683,53.0252
151.68213,30.976566
7.0481358,5.4178557
219.72821,49.40527
239.21019,52.11577
1.3526725,37.03415
264.41525,34.16891
271.86353,71.035904
111.361946,70.98538
195.00269,56.528744
268.4858,40.26222
111.365654,64.05431
195.04071,55.29157
283.00467,39.258297
151.71931,40.704422
213.09802,52.919678
243.00941,54.91623
134.83311,55.608543
152.19456,31.99365
12.2327,37.768497
111.38281,69.22983
213.09836,52.919376
268.4965,40.073376
151.74168,30.670004
28.7764,3.1670256
271.8805,70.27358
34.749138,34.324383
151.7638,30.948895
195.0675,57.31299
111.3981,71.203026
36.26083,35.897285
120.20431,40.72565
250.52612,40.304146
230.84068,77.206894
335.4712,11.9718485
28.02201,3.4108818
243.02704,55.165165
335.47202,12.375278
117.78335,29.161173
330.17526,29.0188
126.19775,30.999226
134.15097,56.73488
28.784872,8.108875
152.28639,31.332558
28.786829,3.0740457
152.28688,32.336933
195.1491,57.067257
36.50576,35.511726
111.44671,63.829388
28.79273,6.0236464
117.831566,38.61276
111.447716,69.82659
126.20915,29.787954
268.54263,42.015266
184.07352,37.076088
245.72443,61.29263
190.76828,61.58764
134.18553,41.10704
28.80434,7.7790217
225.86168,43.116886
271.9425,63.68833
111.46914,79.23937
126.230156,33.938526
151.88913,39.500313
225.86894,51.15191
195.29965,56.685074
213.18277,50.888504
7.538186,4.4724336
28.816711,6.9562197
265.40335,36.81227
281.23584,30.916883
151.9291,38.833282
105.45574,39.25661
181.61443,56.338642
123.19768,74.52755
281.23804,31.0689
7.159632,7.404813
195.49213,55.75062
273.7108,44.879772
134.28635,39.497833
117.75804,40.70314
264.67752,37.271538
213.24994,54.987732
126.27613,37.039364
268.635,60.93903
335.6064,9.967288
274.46277,44.89026
272.01776,63.299686
152.51271,30.265783
116.79308,25.294155
111.537544,75.26206
243.08946,57.014465
264.49762,37.47176
268.6422,40.89957
122.269356,71.34397
184.10265,35.342205
111.54296,74.89873
28.877314,12.070841
135.05986,55.15935
275.02057,44.76413
126.29897,32.00272
152.54805,30.721224
333.4596,16.910915
28.900688,6.603568
135.07301,56.74649
152.5728,40.026886
265.6464,34.478065
210.3957,78.59018
264.5156,40.548004
195.83948,56.652027
213.30672,53.879524
206.0865,32.235336
0.14736372,-1.2140781
159.4334,40.139206
197.14325,75.96276
118.634155,43.0415
35.271317,35.753696
111.579544,65.52971
114.029076,63.302494
116.87135,25.411413
213.34952,56.776344
265.70172,34.13871
126.33857,32.390766
28.955225,5.458549
272.09796,63.320007
118.157135,29.414932
330.24945,29.798952
330.341,29.664946
134.3958,41.077538
196.07312,57.246437
243.1264,43.274403
111.6182,75.61731
152.13852,31.911514
109.657585,44.89076
36.664658,30.60186
258.09317,31.123947
36.400303,33.032394
330.3609,30.575233
7.4284463,7.5843663
277.94177,33.159546
213.39105,51.904766
243.1473,52.010983
152.20357,32.534027
36.68103,33.036762
22.163757,33.302197
243.90213,22.589966
239.23314,44.449932
7.297492,7.401667
29.000376,6.9256186
36.430996,28.31863
29.001942,5.4797945
272.1472,63.25015
196.3123,56.68576
152.80399,31.454536
270.3487,41.859894
258.1227,22.85035
268.8022,40.96415
270.736,41.535328
278.61383,33.179462
281.34134,31.019928
134.45605,41.596436
264.6136,39.927353
29.030521,4.9196496
19.731071,41.043316
196.39929,56.142216
36.707493,31.266047
152.83531,26.299252
125.01617,33.507294
196.4399,57.459244
285.06885,40.824703
264.6251,32.37364
134.48996,52.80674
213.44939,57.2484
152.30127,30.846855
196.53099,54.977676
226.00757,45.656612
7.351098,3.0555239
126.4294,30.085217
331.8258,21.763985
2.340314,5.2300596
134.50513,40.12502
264.6372,37.89839
36.73315,28.27801
284.12778,59.551315
213.63345,42.99836
152.32796,29.819918
36.739536,29.074875
243.18913,43.402245
279.46436,78.7205
333.5574,15.374724
35.63217,34.300808
117.165405,24.346655
135.313,55.11033
284.74527,58.97874
152.34886,40.72573
258.1561,22.962734
105.46407,20.342958
122.32973,71.23437
152.36108,31.974764
196.61435,55.463215
264.64575,39.969707
272.26593,75.00614
258.91766,38.70642
330.465,29.830645
196.6402,57.289696
36.756413,30.808577
279.50684,32.309147
36.471596,35.61165
106.27266,38.021786
283.6867,42.458256
283.7591,42.238213
264.65778,36.944893
117.22455,25.318184
118.47754,40.167377
213.5018,57.39935
139.95845,54.122345
239.23793,50.283375
105.58854,41.827988
111.785866,73.57967
213.50647,50.88894
243.22064,40.371815
276.64297,44.99761
7.399543,6.498613
243.22102,40.371803
336.0154,12.883425
276.7841,44.994003
258.19022,38.940147
243.22235,53.136818
118.29018,40.77891
265.8291,34.63272
106.39961,38.435352
7.4064045,5.664485
117.33566,40.0156
134.60997,55.11383
29.156404,3.2259781
7.8363504,4.8829226
282.00513,32.243355
208.69499,50.11366
29.156645,3.0766199
226.06606,49.658176
258.20038,23.105936
279.69452,44.029156
213.80653,42.727337
285.16406,41.126804
264.69022,34.338703
260.13065,40.522552
196.90224,55.26054
243.23218,47.172783
7.4583187,7.7219615
111.854904,64.18719
267.38647,42.94235
29.18755,2.5884318
264.70383,38.421154
336.129,10.5076475
332.6241,26.072388
114.599686,76.28866
118.384575,52.32098
213.84572,42.46975
152.5716,31.010624
243.33757,42.45855
117.63291,40.742683
36.82578,33.03087
152.57385,39.97823
336.1498,13.488133
29.229992,7.3798466
280.89346,48.89737
330.32285,15.507374
126.56947,34.636665
29.216099,1.1593024
258.23685,38.82785
118.40987,40.789078
29.221199,1.7872016
36.845497,35.00062
106.26551,61.200706
264.72992,35.01042
272.38867,79.51888
36.0928,35.084568
267.1055,41.3616
258.2401,23.870754
272.4207,63.862095
153.1153,26.776024
268.9905,40.960938
213.58131,57.516712
331.8696,32.497456
282.60638,31.683624
282.6161,31.943462
118.48969,42.439724
264.76407,37.920807
332.64447,28.745155
36.573296,30.127377
13.271543,39.766747
204.3534,66.81217
0.5161835,6.719527
248.34862,73.3868
7.5277286,1.7770386
117.72585,40.28019
243.2785,47.740967
243.28189,56.414158
118.530075,42.693924
273.27814,44.65117
118.53291,43.39407
336.26843,9.842986
273.4123,45.053665
273.47253,44.421715
273.5775,44.427727
269.0224,39.782173
36.873875,33.910095
258.2654,23.549084
35.152336,27.802181
282.82034,31.329556
197.2844,56.79793
259.04337,32.819763
152.77095,38.43721
29.357708,12.23036
105.45133,76.78305
161.90971,57.955173
190.4155,56.8847
243.29982,47.488304
220.7664,42.541424
330.66043,29.733742
226.16133,44.64406
152.79584,32.11444
197.42406,57.418747
29.321295,6.099077
132.19424,36.943596
126.64578,35.516483
36.626453,29.903591
271.0959,40.658356
330.67926,29.527042
134.83278,54.887226
29.324482,5.081165
259.0616,40.184124
117.84437,29.696218
280.0334,32.40325
123.44042,33.243084
229.02397,47.482586
118.648834,42.945427
243.30833,47.697567
118.66449,43.23573
114.99779,66.113686
279.86755,77.75149
119.13889,29.545706
138.61594,53.992786
176.89522,79.49157
105.00613,67.83941
330.01666,24.738993
152.84254,32.525272
29.373795,4.4964356
125.24198,29.98816
270.48358,72.32359
264.19873,38.272675
229.21138,47.69579
118.69463,39.991062
126.69958,30.103052
269.08398,50.03376
8.010942,-0.2038692
135.62778,55.28042
264.4325,38.48779
126.73353,33.12476
23.563074,41.41708
228.04074,30.704689
264.68558,39.809097
264.7006,39.267105
112.05758,76.94141
126.75103,35.97153
152.88171,26.66485
29.394133,4.524258
264.75668,39.227474
264.87387,40.642365
264.98645,39.044044
197.81232,56.703575
226.2344,42.83982
36.67141,28.604816
214.38202,53.937508
197.84023,56.599625
29.409945,7.576456
265.2987,39.118263
271.42087,39.43891
135.68451,55.005108
265.50906,39.54559
7.7126975,2.6457362
183.04182,68.75484
244.12968,22.160088
169.91891,68.48733
214.70377,53.467896
152.90903,33.18244
243.36047,51.524666
264.8875,33.190544
269.1287,39.593018
125.29237,37.098892
213.7821,55.92777
271.77325,39.539585
266.96228,31.317091
271.82132,39.350037
252.92018,40.524982
112.090805,70.511215
197.94496,55.67389
243.37122,57.100853
7.7533164,0.16692267
36.709965,31.9325
231.10513,53.836945
277.28143,47.16071
198.09558,56.827396
258.37088,39.145782
29.595615,7.255946
272.28278,39.877293
330.87042,29.712252
269.14905,42.86272
331.90952,27.503908
22.218082,34.272087
163.3572,56.54036
198.14085,56.440384
198.14758,56.449627
135.72787,57.1167
336.5489,11.089301
215.47556,53.808323
258.3793,26.004902
134.97963,56.28604
198.20692,55.84446
29.46871,6.0412207
215.59558,53.713306
272.1679,72.21121
269.1706,40.83476
115.66274,76.07523
135.74492,54.238335
280.96686,37.01758
12.570712,1.2489988
332.7325,24.46418
281.08295,40.7663
281.0487,37.520912
264.9306,38.122753
280.09048,79.00726
105.61836,59.381416
183.08237,69.070816
222.15385,64.59864
244.16405,22.147295
169.94542,79.106964
248.45715,73.17106
333.87335,16.167614
186.94353,33.49012
198.34099,55.22334
243.40273,53.955776
115.87443,78.568405
265.09512,39.44767
32.221092,6.7867355
32.23003,6.670449
226.3274,52.64246
258.39706,39.20094
135.78519,56.24475
32.2356,6.239407
215.96158,54.166687
265.50015,39.110523
33.10097,44.96302
36.666214,27.690165
216.02908,53.60211
272.79953,71.93238
112.19099,75.164116
37.02666,33.424
264.94226,37.853043
36.84852,27.84672
243.41792,53.475548
332.74173,26.28149
0.5281908,1.2603397
182.25772,55.926086
201.99762,56.685623
281.43747,37.281975
135.8154,55.616955
281.46225,37.272633
342.016,11.162899
119.19034,42.83353
216.42816,53.363968
7.8664293,5.879971
5.0922713,19.14363
118.192635,38.4077
198.64064,55.11791
146.45316,32.503265
282.35568,45.298485
126.95915,31.859327
243.44954,57.104553
281.69348,37.196228
216.59247,54.572567
7.883255,0.024943234
228.12622,30.144234
219.85493,42.695236
0.531708,6.1567
109.76676,46.865868
119.24252,42.956017
213.90564,53.98921
7.894494,6.594519
153.64899,33.196068
264.98816,37.778477
201.6556,33.321922
119.29484,42.948612
153.20172,25.905008
8.220386,5.946094
135.88779,55.46604
29.792046,6.2329307
337.04596,31.852415
273.34064,39.61405
271.18274,44.098362
119.44512,39.75269
29.686295,3.966372
330.26947,24.217043
23.329325,40.44076
32.021168,22.044481
29.698746,5.5627937
272.9678,76.485695
7.9220924,7.4408336
227.39151,54.81084
265.02985,40.360558
269.27704,42.035995
266.4309,32.50438
277.6446,48.64392
273.5101,39.27606
336.81546,11.280073
0.78761196,8.077192
184.2468,37.660213
206.17981,32.185013
274.4008,39.541855
219.47517,54.915794
125.47561,34.8737
219.56042,55.482506
135.21619,52.086174
7.960618,3.4400432
336.84207,11.675873
7.967409,5.6373487
277.70166,47.099525
7.979602,6.8297725
118.48985,28.963974
0.5090465,1.9989133
118.511024,28.961409
226.43727,54.52164
243.576,42.81881
332.79462,32.38703
244.25587,44.44852
265.09113,35.181164
231.4068,47.8635
206.23254,31.492905
34.09099,33.015488
127.111145,32.46289
332.79474,29.250828
136.02756,57.459873
277.2232,34.67302
119.70572,43.266335
127.11135,32.462658
258.48364,31.25795
136.02727,56.879807
27.949905,2.9593723
7.99496,3.436247
153.8387,39.88461
135.29196,41.049767
199.01845,55.185112
119.352394,27.140282
332.80078,28.792896
266.50314,31.251514
220.06248,54.887203
8.007814,7.9970837
118.58822,28.728619
117.772354,68.99785
127.14081,34.73571
29.879358,5.468072
127.14544,34.54566
247.65732,40.092285
19.187645,4.1865764
237.91605,79.35112
135.31664,58.627396
226.45927,52.87729
269.34204,41.667
23.504774,41.067013
215.04256,51.6461
153.42891,26.327095
265.1122,34.56191
105.18767,38.080605
30.021303,7.016183
118.6107,39.71671
337.00403,13.184848
280.4891,71.179214
220.24791,54.912098
29.925508,7.056526
167.20348,57.486965
214.05176,54.03242
152.59286,67.44522
10.316358,3.6359453
29.933126,5.09251
36.92128,33.165543
8.05881,1.00065
199.10565,40.978855
29.933817,5.092916
34.30455,32.390034
220.39374,55.78741
337.039,11.082353
8.440461,3.1764286
2.177929,-0.5780324
105.64563,42.177456
228.17273,30.332188
119.82797,40.766064
214.07214,53.024845
199.2241,43.3679
127.18337,37.295612
153.52203,33.428116
332.82605,27.148302
30.086864,5.6442304
27.422022,1.5983497
226.5006,56.125134
220.56651,55.93683
199.25879,55.9466
332.83044,20.636633
251.38707,39.676033
272.88828,36.75832
272.95178,37.198055
220.64568,55.248775
118.71431,29.56621
153.5352,27.66772
199.26245,42.139973
2.1953487,-1.2449018
181.83209,56.44231
206.2771,31.285048
222.27762,64.55093
1.5566577,36.373516
105.53027,23.177212
248.85147,74.1799
260.496,77.576416
267.22678,41.65439
8.115272,5.4233327
30.023314,5.862838
282.0389,45.954178
243.6617,54.558006
276.66748,33.36688
276.69452,33.169666
278.95938,48.99028
8.128664,6.9759994
181.83629,56.391483
219.91165,52.250328
0.56164104,3.7302208
188.2965,61.96685
337.515,32.737556
112.489914,75.764305
220.93219,55.730587
226.52776,45.14308
220.96902,55.036854
243.68716,52.53705
30.156519,15.022732
220.9903,55.029587
112.504814,65.908806
136.21875,41.838547
275.85928,33.95645
8.155717,-0.18111712
153.59828,32.378914
258.57874,25.346975
145.86105,31.803493
153.60493,32.557552
30.150614,13.838073
199.3651,41.112637
266.70862,31.748106
276.17593,34.34072
204.6685,68.34683
0.88186526,4.090517
20.48866,4.8483305
276.39688,34.32664
276.40717,34.22723
112.54752,71.27731
199.39407,41.09912
273.36874,70.43289
119.90795,41.843067
30.162539,14.208841
135.48413,52.948574
273.37332,72.42564
119.94922,41.082394
276.6725,34.056206
245.24525,22.38483
112.55972,72.880516
214.23772,44.992565
8.213538,7.630323
135.50677,54.468643
269.55338,49.309765
221.3456,55.044033
269.55637,42.277603
206.65167,28.011457
16.739323,3.570022
217.08443,46.92215
284.01157,38.35716
221.4338,55.545986
145.03052,31.254238
273.4149,72.91855
37.04192,33.188374
284.1433,38.294773
135.5364,54.742916
199.46,56.34108
8.238978,3.2650511
154.12671,40.1659
278.16373,47.509018
221.54176,55.150795
284.302,38.181507
221.55086,55.478725
214.26926,51.043167
211.3364,54.90143
284.367,37.97093
211.44948,54.98041
284.41974,38.782253
269.59955,49.54485
219.94443,55.117363
273.42804,65.75258
221.627,55.122375
8.632914,0.35534996
136.36691,54.43958
221.67522,55.714993
221.67589,54.8185
127.339806,32.51697
273.44434,64.75874
154.16147,26.33234
214.29346,51.791363
34.84182,33.145542
199.51326,55.65065
269.64725,42.34421
125.67539,31.364504
332.89267,27.386087
214.31175,53.376453
226.64368,42.674267
281.84885,37.954685
136.62143,35.89449
167.9126,41.874023
222.33823,65.91623
280.69202,71.74491
265.29108,38.29972
37.38145,32.482403
265.29984,38.232563
212.41934,54.99557
105.59532,23.655146
199.54514,55.394016
120.704315,41.929493
112.68308,70.62689
265.30417,38.33735
332.90323,25.958063
278.3011,47.45916
212.6404,54.8081
199.57277,57.182865
258.66705,26.086184
265.3148,34.54139
337.40262,10.017772
266.92105,31.67707
164.22969,59.761036
20.369072,4.1621747
212.82663,54.787212
222.23787,55.024567
30.367517,2.69244
119.11753,28.533314
222.36015,55.499443
213.06287,54.444702
222.36447,54.871998
8.361577,1.0004653
226.68802,52.576614
222.40906,54.79823
222.41745,54.936142
8.364246,3.7024994
226.68983,54.65446
35.063114,32.058537
112.72658,67.230774
214.38469,43.812424
231.9704,44.65385
37.43337,34.128235
243.83894,48.104
332.92477,24.11416
219.96529,49.59474
0.5677261,3.9811308
137.23314,35.592804
213.26654,54.84163
259.78574,29.754995
222.59361,54.794884
199.64864,42.66396
273.66782,64.14755
222.65106,54.827904
214.39053,55.429173
283.20697,33.89831
278.41928,47.08748
121.895134,74.71969
271.62695,42.128517
30.4363,13.720313
226.7089,53.27636
337.46002,14.900263
119.20206,38.965252
243.8529,51.880653
265.38455,34.92923
253.10794,56.060818
184.55219,36.617897
181.90834,42.81777
20.52511,6.5498734
256.13403,78.81464
243.85497,44.813366
232.05168,52.004726
8.404124,6.8172507
112.76811,70.345146
30.458805,15.346319
226.72772,44.632652
134.85265,52.01595
258.69507,26.28339
122.1546,71.51926
135.74222,57.180897
154.4029,27.220413
137.55284,35.388405
199.71344,57.01919
8.825248,7.3558326
30.488653,4.2578373
243.87933,52.692066
105.55301,38.49175
184.56865,37.309566
206.74289,27.584356
283.62183,34.5967
278.53134,48.15155
265.40765,38.72548
30.490778,16.447224
115.61343,45.676125
127.49312,35.547775
258.71478,33.801525
281.07706,76.979774
153.97232,32.701508
230.04895,42.468193
340.7568,11.900166
232.1393,47.89253
265.41153,35.151085
273.7943,64.57453
226.76642,55.68873
35.306103,32.425426
8.45606,7.778375
8.876156,8.1108265
283.78088,34.05761
127.51028,34.920612
273.81985,74.47422
334.43835,10.303811
250.6062,53.28652
273.83926,64.789314
337.579,13.280522
125.824394,35.467644
258.72757,40.456425
137.98645,34.94748
281.10916,70.41006
284.09567,34.20984
37.529457,32.42521
258.73624,38.33184
273.86923,76.138435
135.86649,53.284832
37.251106,29.653011
206.68948,55.497974
127.57234,32.251965
37.53538,32.387794
230.94016,42.453896
214.52744,55.712772
216.9372,43.410603
121.03997,41.878666
332.97885,21.534126
226.81409,45.174686
254.90166,40.142284
8.494795,7.821589
206.95328,55.36576
207.0006,55.472336
135.89291,55.665703
154.087,40.657936
278.71158,47.31053
127.61271,35.654194
214.5612,53.77179
37.546432,30.40542
269.8674,50.62103
207.12521,55.00924
207.14133,55.48198
207.14624,55.60359
8.519472,3.470962
112.9521,70.66492
258.77,33.932354
35.49814,33.21694
272.17612,40.21974
154.71527,40.432896
272.27402,40.58758
272.3031,40.06119
105.514,79.57363
168.39853,29.384884
182.37782,46.91044
272.3628,40.65273
8.533198,5.8363986
273.9949,70.67705
334.5556,12.887991
207.36847,55.906776
232.25676,47.103333
282.27576,72.77787
8.535724,1.4664323
207.71901,55.869274
207.82811,55.761402
214.91663,57.032314
127.63827,35.00501
19.347881,40.557304
8.541916,1.8571348
154.14339,27.86098
135.9525,39.805084
243.96992,48.818764
333.00137,32.66363
265.34473,40.71834
37.579967,29.11162
200.44075,41.467358
219.9857,49.23337
105.7466,78.61202
333.00308,21.721233
135.95998,52.356888
269.9181,41.450478
110.61155,68.73392
30.711342,6.1415157
265.50394,40.242405
110.62575,69.189964
267.24442,36.391724
265.99503,40.338783
282.534,72.826164
274.08157,63.814648
243.9976,49.664436
214.98917,53.061203
119.61696,31.005898
136.00542,56.274715
333.01978,28.072334
31.477589,45.02503
222.59293,65.84017
1.6570567,35.207207
9.057448,1.8226551
8.612312,2.4920862
258.81088,40.69586
136.81743,55.395573
9.070004,0.75058454
127.70552,22.883606
37.611645,33.359505
275.17987,29.753326
265.5568,35.301437
206.43954,31.226084
20.403751,6.6128316
333.04062,26.243988
275.90442,30.140926
275.92792,30.19541
276.01663,29.777666
200.15144,41.95975
30.777588,14.2512245
244.04402,51.559338
276.22592,30.148584
276.279,30.09167
8.657257,5.8216133
244.04704,52.22455
200.17198,42.123882
226.91559,44.49315
127.74136,40.77456
214.74194,50.65404
162.29546,57.868942
246.39467,76.05694
23.612562,40.627865
284.62448,39.104164
154.3178,40.167027
333.05597,34.35426
341.5243,10.386696
279.09427,47.67913
37.669655,28.106642
36.06902,32.903633
30.845299,4.6246004
200.23904,55.224724
113.204056,63.23707
263.99997,31.823574
236.03137,39.685272
127.76389,40.470127
244.08159,52.644802
270.0156,41.033695
113.22581,75.420235
37.68439,29.306404
270.02554,39.135345
244.0872,56.5676
255.71832,40.4486
279.16672,47.78355
337.9059,11.625842
337.9234,13.721901
253.49606,78.9964
40.65521,6.5225644
270.04654,41.906292
333.0778,24.136232
30.885996,7.5526953
37.396137,35.937813
136.15271,55.030407
9.17369,7.4661546
155.34468,39.21474
214.84444,53.237038
30.8683,5.9780545
258.89706,24.450617
265.65872,38.137444
246.41496,76.026764
0.617407,-0.45430034
22.169966,33.904316
222.61554,34.85576
238.59413,51.687378
226.96436,51.1542
37.720627,28.497202
282.9304,31.320179
154.43822,28.330235
265.67056,38.10458
337.94125,11.242832
9.20072,7.76101
30.888521,14.832304
267.43088,32.189907
283.01846,30.526443
136.18211,58.61418
214.88898,54.935955
267.43243,35.48953
283.12866,30.75342
8.773872,3.2856717
333.09808,30.845644
14.735341,36.605995
8.775602,5.9788465
267.37045,42.272133
147.09747,68.71786
37.7465,30.874323
333.10776,31.198168
265.71924,38.581974
338.00162,11.200804
37.41964,29.119164
279.3943,47.81982
338.00983,13.871833
283.39792,30.767042
338.0109,14.412002
283.45926,30.102806
30.9642,14.622803
283.46722,30.893635
8.809478,6.1935925
113.35802,79.70759
244.15361,46.974056
154.52577,31.841978
283.64514,30.667042
206.51486,31.539364
113.37401,65.7197
127.87311,34.456497
283.71716,30.53503
200.49864,41.82484
333.13132,31.804817
258.94043,25.796936
338.0569,15.078974
332.19556,22.264795
154.5827,38.961124
155.7791,40.553852
127.90019,23.697638
127.90439,37.32627
136.29572,57.628326
154.60812,27.179913
2.3543243,-1.7195957
147.16888,66.57231
168.11638,39.65809
0.62305206,7.573151
1.6946169,35.059345
20.596579,6.344981
200.53853,56.372757
232.66492,51.463654
277.09402,35.245934
248.61646,73.69205
154.62108,31.326283
277.25955,35.193523
200.55185,41.2832
37.475143,35.827312
267.56216,35.32389
270.18423,43.497444
274.53967,79.73821
244.66193,44.72657
136.31606,56.044254
270.19034,49.698967
37.83247,28.195105
227.12047,48.17867
267.58707,31.893421
270.1967,49.857456
184.74817,36.325912
206.52866,27.481173
239.32645,49.892445
8.905276,5.504092
37.83958,35.15872
244.20998,42.559837
281.83777,71.0403
119.96021,27.89907
227.13365,51.12697
244.21333,53.8203
338.1432,10.585285
128.74208,39.72825
8.925245,4.9224386
338.14337,10.584646
227.14526,55.715233
136.35583,40.84876
333.19104,29.645575
131.54378,31.84143
131.54704,31.548862
155.99509,38.915897
120.33924,27.992441
20.434942,4.6442275
244.56358,21.380434
154.77136,31.73806
338.17014,9.979023
131.6021,30.987743
211.50082,39.243362
259.01242,33.25602
265.84073,31.23004
9.407297,2.305768
275.9501,37.816574
200.8443,55.693916
244.24294,53.778572
8.946026,0.39885873
136.40923,55.668137
270.251,43.954853
276.40833,38.037754
276.4478,38.061836
127.97283,40.28695
227.19054,50.836517
137.34254,54.29569
127.97786,23.268265
2.357435,-1.4034125
140.186,41.455666
244.57127,21.81534
124.48286,71.6838
244.2571,47.770542
136.43765,57.926777
8.96023,6.265581
127.980515,23.331367
136.44409,56.38706
215.13599,51.288628
244.26591,43.756664
270.271,43.174946
253.05945,55.23901
154.87807,32.444447
31.198854,5.664356
127.98199,30.582464
244.27483,52.8018
136.45811,39.13102
333.23648,30.010696
156.28215,31.502466
139.65155,35.30937
31.204426,13.866798
37.907944,34.340405
201.56873,56.678997
201.56969,57.354725
132.64236,67.81407
220.88338,43.16174
1.6360381,3.5745919
128.00139,32.16424
120.06813,27.028913
137.45934,55.715454
118.57971,40.751072
278.293,69.44143
199.31947,41.411026
32.95671,33.987663
